aso,brand,capacity,color,condition,features,first_owner,fuel_type,horse_power,mileage,model,no_accidents,number_of_doors,origin_country,price,price_currency,transmission,type,url,version,year
,MINI,1 998 cm3,Czerwony,Nowe,"ABS,Centralny zamek,Elektryczne szyby tylne,ASR (kontrola trakcji),Tempomat,Czujnik zmierzchu,Ogranicznik prędkości,ESP (stabilizacja toru jazdy),Kurtyny powietrzne,Gniazdo USB,MP3,Alufelgi,Elektrycznie ustawiane lusterka,Immobilizer,Czujniki parkowania tylne,Wielofunkcyjna kierownica,Bluetooth,Podgrzewane lusterka boczne,Poduszki boczne tylne,Poduszka powietrzna pasażera,Światła do jazdy dziennej,Klimatyzacja automatyczna,Czujnik deszczu,Elektryczne szyby przednie,Komputer pokładowy,Światła przeciwmgielne,Wspomaganie kierownicy,Kamera cofania,Światła LED,System Start-Stop,Poduszka powietrzna kierowcy,Radio fabryczne",,Benzyna,178 KM,5 km,Cooper S,Tak,3,,152400,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-cooper-s-hatch-3dr-cooper-s-ID6EeJtv.html,sport,2021
Tak,MINI,1 499 cm3,Czarny,Używane,"Klimatyzacja automatyczna,Klimatyzacja manualna",Tak,Benzyna,102 KM,9 000 km,Clubman,Tak,5,Polska,124900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-od-reki-ID6Ecn9e.html,One,2020
Tak,MINI,1 998 cm3,Niebieski,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),HUD (wyświetlacz przezierny),Klimatyzacja automatyczna,Łopatki zmiany biegów,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Tempomat aktywny,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,Poduszki boczne przednie,Regulowane zawieszenie,Światła LED,Tapicerka welurowa,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne,Tempomat",Tak,Benzyna,306 KM,21 000 km,Clubman,Tak,5,Polska,199000,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-mini-clubman-john-cooper-works-306km-uklad-wydechowy-mg-motorsport-ID6Eihuy.html,John Cooper Works All4,2020
Tak,MINI,1 499 cm3,Czarny,Używane,"Klimatyzacja automatyczna,Klimatyzacja manualna",Tak,Benzyna,102 KM,9 000 km,Clubman,Tak,5,Polska,124900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-od-reki-ID6Ecn9e.html,One,2020
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/volvo/xc-60/suv-leasing-wynajem-dlugoterminowy?code=149898-4&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=2&amp;utm_term=volvo-xc-60-suv,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-10",,
Tak,MINI,1 499 cm3,Czarny,Używane,"Klimatyzacja automatyczna,Klimatyzacja manualna",Tak,Benzyna,102 KM,9 000 km,Clubman,Tak,5,Polska,124900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-od-reki-ID6Ecn9e.html,One,2020
Tak,MINI,1 499 cm3,Zielony,Używane,,,Benzyna,136 KM,71 099 km,Countryman,,5,Polska,101000,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-countryman-cooper-kierownica-wielofunkcyjnaczujniki-parkowania-tyl-ID6EjWMC.html,Cooper,2018
Tak,MINI,1 499 cm3,Zielony,Używane,,,Benzyna,136 KM,71 099 km,Countryman,,5,Polska,101000,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-countryman-cooper-kierownica-wielofunkcyjnaczujniki-parkowania-tyl-ID6EjWMC.html,Cooper,2018
,MINI,1 998 cm3,Czerwony,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania tylne,Gniazdo SD,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane przednie siedzenia,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterka boczne,Isofix,Klimatyzacja manualna,MP3,Poduszka powietrzna chroniąca kolana,Światła do jazdy dziennej,Tapicerka skórzana,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne przednie,Światła LED,Tempomat",,Benzyna,192 KM,2 540 km,Cooper S,,3,,95900,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-cooper-s-manual-ID6EipIP.html,Standard,2020
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/nissan/qashqai/crossover-leasing-wynajem-dlugoterminowy?code=150065-7&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=1&amp;utm_term=nissan-qashqai-crossover,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-4",,
Tak,MINI,1 998 cm3,Inny kolor,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Nawigacja GPS,Relingi dachowe,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane lusterka boczne,Światła LED,Tempomat aktywny,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Tapicerka skórzana,Wielofunkcyjna kierownica",,Benzyna,192 KM,94 800 km,Clubman,Tak,5,,99999,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-clubman-cooper-s-all4-192km-bezwypadkowy-serwisowany-faktura-vat-ID6Eki2e.html,Cooper S ALL4,2017
Tak,MINI,1 598 cm3,Biały,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Dach panoramiczny,ESP (stabilizacja toru jazdy),Isofix,Podgrzewane lusterka boczne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik deszczu,Elektrochromatyczne lusterka boczne,Gniazdo AUX,Klimatyzacja automatyczna,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Kurtyny powietrzne",Tak,Benzyna,175 KM,146 000 km,Cooper S,Tak,3,Szwajcaria,27500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-cooper-s-bezwypadkowy-zadbany-fv23-ID6Emh1D.html,Standard,2008
Tak,MINI,1 499 cm3,Zielony,Używane,,,Benzyna,136 KM,71 099 km,Countryman,,5,Polska,101000,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-countryman-cooper-kierownica-wielofunkcyjnaczujniki-parkowania-tyl-ID6EjWMC.html,Cooper,2018
Tak,MINI,1 398 cm3,Czerwony,Używane,"ABS,ASR (kontrola trakcji),Bluetooth,Gniazdo SD,Elektrochromatyczne lusterko wsteczne,Immobilizer,MP3,Poduszka powietrzna pasażera,Przyciemniane szyby,Tapicerka welurowa,Poduszki boczne tylne,Alarm,Centralny zamek,ESP (stabilizacja toru jazdy),Gniazdo USB,Czujnik zmierzchu,Klimatyzacja manualna,Podgrzewane przednie siedzenia,Poduszka powietrzna kierowcy,Radio fabryczne,Światła przeciwmgielne,Alufelgi,CD,Gniazdo AUX,Elektryczne szyby przednie,Isofix,Komputer pokładowy,Poduszka powietrzna chroniąca kolana,Poduszki boczne przednie,Wspomaganie kierownicy,Kurtyny powietrzne",,Benzyna,95 KM,150 143 km,Cooper,Tak,3,Niemcy,17999,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-cooper-1-4klimaaluserwisbezwypadkowysprowadzonyzobaczbardzo-zadbany-ID6EmZCI.html,,2007
Tak,MINI,1 598 cm3,Czerwony,Używane,"Alarm,CD,Czujnik zmierzchu,Dach panoramiczny,Elektrycznie ustawiane lusterka,Gniazdo USB,Klimatyzacja automatyczna,Nawigacja GPS,Podgrzewane przednie siedzenia,Relingi dachowe,Światła do jazdy dziennej,Tempomat,ABS,Poduszka powietrzna kierowcy,Alufelgi,Centralny zamek,Czujniki parkowania przednie,Elektryczne szyby przednie,ESP (stabilizacja toru jazdy),Immobilizer,Komputer pokładowy,Ogranicznik prędkości,Przyciemniane szyby,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,Poduszki boczne przednie,Bluetooth,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Kurtyny powietrzne,Podgrzewana przednia szyba,Radio fabryczne,Szyberdach,Tapicerka skórzana,Wspomaganie kierownicy,Poduszka powietrzna pasażera",,Diesel,111 KM,186 900 km,Countryman,Tak,4,Polska,42900,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-countryman-mini-polski-salon-ID6Elp6x.html,,2012
,MINI,1 995 cm3,Brązowy,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Komputer pokładowy,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Światła do jazdy dziennej,Tapicerka welurowa,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Elektrochromatyczne lusterka boczne,Klimatyzacja automatyczna,MP3,Podgrzewana przednia szyba,Poduszki boczne przednie,Światła przeciwmgielne,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Klimatyzacja manualna,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne tylne,Tapicerka skórzana,Wielofunkcyjna kierownica",,Diesel,112 KM,112 000 km,Countryman,,5,,49900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-mini-countryman-2-0d-automat-ID6EiRmC.html,Cooper D,2014
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/nissan/qashqai/crossover-leasing-wynajem-dlugoterminowy?code=150065-7&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=1&amp;utm_term=nissan-qashqai-crossover,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-4",,
,MINI,1 499 cm3,Niebieski,Używane,"ABS,Asystent parkowania,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane lusterka,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Tapicerka skórzana,System Start-Stop,Wspomaganie kierownicy,Alufelgi,Alarm,Centralny zamek,Czujniki parkowania tylne,Elektryczne szyby przednie,Gniazdo USB,Kamera cofania,Klimatyzacja dwustrefowa,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Radio fabryczne,Światła LED,Szyberdach,ASR (kontrola trakcji),Czujnik deszczu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Immobilizer,Wielofunkcyjna kierownica,Komputer pokładowy,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Tempomat",,Hybryda,220 KM,12 068 km,Countryman,Tak,5,Polska,174800,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-hybryda-plug-in-countryman-lci-cooper-se-all-220-km-demo-ID6Em5Up.html,,2020
Tak,MINI,1 598 cm3,Czarny,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Alarm,ESP (stabilizacja toru jazdy),Gniazdo USB,Komputer pokładowy,Podgrzewane przednie siedzenia,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Gniazdo AUX,Isofix,Kurtyny powietrzne,Przyciemniane szyby,Tapicerka welurowa,Centralny zamek,Immobilizer,Wspomaganie kierownicy,Elektrochromatyczne lusterko wsteczne,Gniazdo SD,Klimatyzacja manualna,Podgrzewane lusterka boczne,Radio niefabryczne,Tempomat",Tak,Benzyna,90 KM,258 000 km,ONE,,3,Szwajcaria,12900,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-one-1-6-benz-1-wlasciciel-zamiana-ID6El3cY.html,,2003
,MINI,1 499 cm3,Niebieski,Używane,"ABS,Asystent parkowania,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane lusterka,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Tapicerka skórzana,System Start-Stop,Wspomaganie kierownicy,Alufelgi,Alarm,Centralny zamek,Czujniki parkowania tylne,Elektryczne szyby przednie,Gniazdo USB,Kamera cofania,Klimatyzacja dwustrefowa,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Radio fabryczne,Światła LED,Szyberdach,ASR (kontrola trakcji),Czujnik deszczu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Immobilizer,Wielofunkcyjna kierownica,Komputer pokładowy,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Tempomat",,Hybryda,220 KM,12 068 km,Countryman,Tak,5,Polska,174800,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-hybryda-plug-in-countryman-lci-cooper-se-all-220-km-demo-ID6Em5Up.html,,2020
,MINI,1 499 cm3,Niebieski,Używane,"ABS,Asystent parkowania,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane lusterka,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Tapicerka skórzana,System Start-Stop,Wspomaganie kierownicy,Alufelgi,Alarm,Centralny zamek,Czujniki parkowania tylne,Elektryczne szyby przednie,Gniazdo USB,Kamera cofania,Klimatyzacja dwustrefowa,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Radio fabryczne,Światła LED,Szyberdach,ASR (kontrola trakcji),Czujnik deszczu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Immobilizer,Wielofunkcyjna kierownica,Komputer pokładowy,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Tempomat",,Hybryda,220 KM,12 068 km,Countryman,Tak,5,Polska,174800,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-countryman-hybryda-plug-in-countryman-lci-cooper-se-all-220-km-demo-ID6Em5Up.html,,2020
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/nissan/qashqai/crossover-leasing-wynajem-dlugoterminowy?code=150065-7&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=1&amp;utm_term=nissan-qashqai-crossover,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-4",,
,MINI,1 496 cm3,Czarny,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Bluetooth,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Kurtyny powietrzne,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik deszczu,Elektryczne szyby tylne,Klimatyzacja automatyczna,Komputer pokładowy,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Asystent parkowania,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,System Start-Stop,Tempomat",,Diesel,95 KM,118 000 km,ONE,,5,,41500,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-one-mini-one-d-ID6EatVC.html,D,2015
Tak,MINI,1 998 cm3,Inny kolor,Używane,"ABS,Alufelgi,CD,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Elektrycznie ustawiane lusterka,Immobilizer,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,ASR (kontrola trakcji),Asystent parkowania,Centralny zamek,Czujniki parkowania przednie,Elektryczne szyby przednie,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszka powietrzna kierowcy,Przyciemniane szyby,Światła LED,Tapicerka skórzana,Wspomaganie kierownicy,Alarm,Bluetooth,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszka powietrzna pasażera,Radio fabryczne,Światła do jazdy dziennej,Tempomat",Tak,Benzyna,192 KM,34 287 km,Cooper S,Tak,5,Polska,109900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-hatch-5dr-cooper-s-2-0-aut-salon-pl-aso-gwarancja-12-mc-fv23-ID6Edbex.html,,2018
,MINI,1 598 cm3,Niebieski,Używane,"ABS,Immobilizer,Nawigacja GPS,Czujniki parkowania tylne,Wspomaganie kierownicy,Podgrzewana przednia szyba,Poduszka powietrzna pasażera,Tapicerka skórzana,Alufelgi,Komputer pokładowy,Podgrzewane przednie siedzenia,Tempomat,Isofix,ESP (stabilizacja toru jazdy),Poduszka powietrzna kierowcy,Elektryczne szyby przednie,ASR (kontrola trakcji),Przyciemniane szyby,Wielofunkcyjna kierownica,Dach panoramiczny,System Start-Stop,Klimatyzacja automatyczna",,Benzyna,185 KM,110 358 km,Countryman,Tak,5,Polska,64900,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-countryman-gwarancja-12-miesiecy-darmowa-dostawa-raport-techniczny-online-ID6EkydU.html,,2013
,,,,,,,,,,,,,,,,,,"https://carsmile.pl/oferta/nissan/qashqai/crossover-leasing-wynajem-dlugoterminowy?code=150065-7&amp;finance_type=rent&amp;contract_period=36&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_content=ad_block&amp;utm_campaign_id=1&amp;utm_term=nissan-qashqai-crossover,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-4",,
Tak,MINI,1 998 cm3,Inny kolor,Używane,"ABS,Alufelgi,CD,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Elektrycznie ustawiane lusterka,Immobilizer,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,ASR (kontrola trakcji),Asystent parkowania,Centralny zamek,Czujniki parkowania przednie,Elektryczne szyby przednie,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszka powietrzna kierowcy,Przyciemniane szyby,Światła LED,Tapicerka skórzana,Wspomaganie kierownicy,Alarm,Bluetooth,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszka powietrzna pasażera,Radio fabryczne,Światła do jazdy dziennej,Tempomat",Tak,Benzyna,192 KM,34 287 km,Cooper S,Tak,5,Polska,109900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-hatch-5dr-cooper-s-2-0-aut-salon-pl-aso-gwarancja-12-mc-fv23-ID6Edbex.html,,2018
Tak,MINI,1 998 cm3,Niebieski,Używane,"ABS,Światła przeciwmgielne,Tapicerka skórzana,Nawigacja GPS,Kamera cofania,Poduszki boczne przednie,Bluetooth,Tempomat,Przyciemniane szyby,Gniazdo USB,Radio fabryczne,Elektrycznie ustawiane lusterka,Podgrzewane przednie siedzenia,Wielofunkcyjna kierownica,Czujnik deszczu,Kurtyny powietrzne,Alufelgi,CD,Elektrochromatyczne lusterko wsteczne,Komputer pokładowy,Elektryczne szyby przednie,Centralny zamek,ESP (stabilizacja toru jazdy),Isofix,Bluetooth,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Relingi dachowe,Klimatyzacja automatyczna,System Start-Stop,Klimatyzacja dwustrefowa,Elektryczne szyby tylne,Immobilizer",,Benzyna,192 KM,45 684 km,Clubman,Tak,5,,91900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-2-0-192km-pol-skora-bt-czujniki-parkowania-kamera-cofania-s-s-usb-ID6E9U3B.html,,2018
Tak,MINI,1 998 cm3,Niebieski,Używane,"ABS,Światła przeciwmgielne,Tapicerka skórzana,Nawigacja GPS,Kamera cofania,Poduszki boczne przednie,Bluetooth,Tempomat,Przyciemniane szyby,Gniazdo USB,Radio fabryczne,Elektrycznie ustawiane lusterka,Podgrzewane przednie siedzenia,Wielofunkcyjna kierownica,Czujnik deszczu,Kurtyny powietrzne,Alufelgi,CD,Elektrochromatyczne lusterko wsteczne,Komputer pokładowy,Elektryczne szyby przednie,Centralny zamek,ESP (stabilizacja toru jazdy),Isofix,Bluetooth,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Relingi dachowe,Klimatyzacja automatyczna,System Start-Stop,Klimatyzacja dwustrefowa,Elektryczne szyby tylne,Immobilizer",,Benzyna,192 KM,45 684 km,Clubman,Tak,5,,91900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-clubman-2-0-192km-pol-skora-bt-czujniki-parkowania-kamera-cofania-s-s-usb-ID6E9U3B.html,,2018
Tak,MINI,1 998 cm3,Inny kolor,Używane,"ABS,Alufelgi,CD,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Elektrycznie ustawiane lusterka,Immobilizer,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,ASR (kontrola trakcji),Asystent parkowania,Centralny zamek,Czujniki parkowania przednie,Elektryczne szyby przednie,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszka powietrzna kierowcy,Przyciemniane szyby,Światła LED,Tapicerka skórzana,Wspomaganie kierownicy,Alarm,Bluetooth,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszka powietrzna pasażera,Radio fabryczne,Światła do jazdy dziennej,Tempomat",Tak,Benzyna,192 KM,34 287 km,Cooper S,Tak,5,Polska,109900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/mini-cooper-s-mini-hatch-5dr-cooper-s-2-0-aut-salon-pl-aso-gwarancja-12-mc-fv23-ID6Edbex.html,,2018
Tak,MINI,1 598 cm3,Brązowy,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja manualna,MP3,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Podgrzewane lusterka boczne,Relingi dachowe,Światła LED,Tapicerka skórzana,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Poduszka powietrzna chroniąca kolana,System Start-Stop,Światła przeciwmgielne,Tapicerka welurowa",,Diesel,112 KM,208 234 km,Countryman,Tak,5,,29800,PLN,Manualna,,https://www.otomoto.pl/oferta/mini-countryman-cooper-1-6-super-stan-bogaty-ksenony-monitor-2x-alufelgi-bezwypadkowy-ID6EmI5f.html,Cooper D,2010
