aso,brand,capacity,color,condition,features,first_owner,fuel_type,horse_power,mileage,model,no_accidents,number_of_doors,origin_country,price,price_currency,transmission,type,url,version,year
Tak,Audi,1 968 cm3,Srebrny,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,Hak,Kamera cofania,Komputer pokładowy,MP3,Podgrzewana przednia szyba,Podgrzewane tylne siedzenia,Poduszki boczne tylne,Relingi dachowe,Światła do jazdy dziennej,Światła Xenonowe,Tempomat aktywny,Zmieniarka CD,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,HUD (wyświetlacz przezierny),Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,System Start-Stop,Światła LED,Tapicerka skórzana,Tuner TV,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane przednie siedzenia,Poduszki boczne przednie,Regulowane zawieszenie,Szyberdach,Światła przeciwmgielne,Tempomat,Wielofunkcyjna kierownica",Tak,Diesel,190 KM,67 700 km,A6,Tak,4,Polska,144900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a6-audi-a6-2-0-tdi-quattro-s-tronic-s-line-aut-salon-pl-1wl-ID6E5LdH.html,2.0 TDI Ultra S tronic,2018
Tak,Audi,1 598 cm3,Biały,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujniki parkowania tylne,Isofix,Komputer pokładowy,Podgrzewane przednie siedzenia,Światła przeciwmgielne,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Elektryczne szyby tylne,Klimatyzacja automatyczna,MP3,Przyciemniane szyby,Światła Xenonowe,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,ESP (stabilizacja toru jazdy),Klimatyzacja dwustrefowa,Podgrzewane lusterka boczne,Relingi dachowe,Tapicerka welurowa,Wielofunkcyjna kierownica",,Diesel,90 KM,166 000 km,A3,Tak,5,Niemcy,31900,PLN,Manualna,,https://www.otomoto.pl/oferta/audi-a3-2009rok-przebieg166000km-diesel-ID6Emidk.html,1.6 TDI Sportback DPF,2009
Tak,Audi,1 595 cm3,Czerwony,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujniki parkowania tylne,Elektryczne szyby tylne,Komputer pokładowy,Podgrzewane lusterka boczne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik deszczu,Elektrochromatyczne lusterka boczne,Hak,Kurtyny powietrzne,Przyciemniane szyby,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Klimatyzacja dwustrefowa,MP3",Tak,Benzyna,102 KM,199 123 km,A3,Tak,5,,22899,PLN,Manualna,,https://www.otomoto.pl/oferta/audi-a3-caly-orginal-jednareka-rarytas-ID6Enf9h.html,1.6 Attraction,2007
Tak,Audi,1 968 cm3,Niebieski,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tempomat,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Kamera cofania,Komputer pokładowy,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Wielofunkcyjna kierownica",Tak,Diesel,163 KM,10 000 km,A4,,5,Polska,194900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a4-x-led-od-reki-s-line-ID6EjHhe.html,35 TDI S Line S tronic,2021
Tak,Audi,1 968 cm3,Niebieski,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tempomat,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Kamera cofania,Komputer pokładowy,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Wielofunkcyjna kierownica",Tak,Diesel,163 KM,10 000 km,A4,,5,Polska,194900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a4-x-led-od-reki-s-line-ID6EjHhe.html,35 TDI S Line S tronic,2021
Tak,Audi,1 968 cm3,Niebieski,Używane,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tempomat,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Kamera cofania,Komputer pokładowy,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Wielofunkcyjna kierownica",Tak,Diesel,163 KM,10 000 km,A4,,5,Polska,194900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a4-x-led-od-reki-s-line-ID6EjHhe.html,35 TDI S Line S tronic,2021
,Audi,,Szary,Nowe,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Isofix,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Regulowane zawieszenie,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Kamera cofania,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,System Start-Stop,Tapicerka skórzana,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Łopatki zmiany biegów,Ogranicznik prędkości,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka welurowa",,Elektryczny,309 KM,10 km,e-tron,Tak,5,,356640,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-e-tron-dostepny-od-reki-pakiet-czern-audi-smartphone-interface-ID6EcYgB.html,,2021
,Audi,,Szary,Nowe,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Isofix,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Regulowane zawieszenie,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Kamera cofania,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,System Start-Stop,Tapicerka skórzana,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Łopatki zmiany biegów,Ogranicznik prędkości,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka welurowa",,Elektryczny,309 KM,10 km,e-tron,Tak,5,,356640,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-e-tron-dostepny-od-reki-pakiet-czern-audi-smartphone-interface-ID6EcYgB.html,,2021
,Audi,,Szary,Nowe,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Isofix,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Regulowane zawieszenie,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Kamera cofania,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,System Start-Stop,Tapicerka skórzana,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Łopatki zmiany biegów,Ogranicznik prędkości,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka welurowa",,Elektryczny,309 KM,10 km,e-tron,Tak,5,,356640,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-e-tron-dostepny-od-reki-pakiet-czern-audi-smartphone-interface-ID6EcYgB.html,,2021
Tak,Audi,1 984 cm3,Niebieski,Nowe,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Tempomat aktywny,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła do jazdy dziennej,Tapicerka skórzana,Wielofunkcyjna kierownica",Tak,Benzyna,245 KM,5 km,A5,Tak,5,Polska,307436,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a5-dostepny-od-reki-s-line-bang-olufsen-nawigacja-jasny-srodek-ID6Ehjsi.html,45 TFSI mHEV Quattro S Line S tronic,2021
Tak,Audi,1 984 cm3,Niebieski,Nowe,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Tempomat aktywny,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła do jazdy dziennej,Tapicerka skórzana,Wielofunkcyjna kierownica",Tak,Benzyna,245 KM,5 km,A5,Tak,5,Polska,307436,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a5-dostepny-od-reki-s-line-bang-olufsen-nawigacja-jasny-srodek-ID6Ehjsi.html,45 TFSI mHEV Quattro S Line S tronic,2021
Tak,Audi,1 984 cm3,Niebieski,Nowe,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Tempomat aktywny,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła do jazdy dziennej,Tapicerka skórzana,Wielofunkcyjna kierownica",Tak,Benzyna,245 KM,5 km,A5,Tak,5,Polska,307436,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a5-dostepny-od-reki-s-line-bang-olufsen-nawigacja-jasny-srodek-ID6Ehjsi.html,45 TFSI mHEV Quattro S Line S tronic,2021
Tak,Audi,1 968 cm3,Niebieski,Używane,"ABS,Elektryczne szyby przednie,Radio fabryczne,Czujnik zmierzchu,Hak,Klimatyzacja dwustrefowa,Poduszki boczne przednie,Światła przeciwmgielne,Tempomat,CD,Elektrycznie ustawiane lusterka,Alufelgi,Elektryczne szyby tylne,Isofix,MP3,Poduszka powietrzna kierowcy,Tapicerka welurowa,Łopatki zmiany biegów,Centralny zamek,Immobilizer,Czujnik deszczu,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Poduszka powietrzna chroniąca kolana,Poduszka powietrzna pasażera,Wspomaganie kierownicy",,Diesel,140 KM,264 000 km,A3,Tak,5,,16999,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a3-audi-a3-2-0-tdi-140-km-automat-dsg-sportback-super-stan-polecam-ID6EndcZ.html,2.0 TDI Ambition S tronic,2007
Tak,Audi,2 967 cm3,Czarny,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Hak,Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła LED,Tapicerka skórzana,Zmieniarka CD,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo SD,Isofix,Komputer pokładowy,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Relingi dachowe,Światła przeciwmgielne,Tempomat",Tak,Diesel,240 KM,224 000 km,A6,Tak,5,,35900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a6-3-0tdi-quattro-skory-navi-led-bixenon-bezwypadkowa-serwisowana-zadbana-ID6Enevv.html,3.0 TDI Quattro Tiptronic,2011
Tak,Audi,1 798 cm3,Inny kolor,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Alarm,Czujnik deszczu,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,MP3,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła LED,Tapicerka welurowa,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Gniazdo AUX,Klimatyzacja dwustrefowa,Nawigacja GPS,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Tempomat,Centralny zamek,Immobilizer,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Komputer pokładowy,Podgrzewana przednia szyba,Poduszki boczne tylne,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica",,Benzyna,160 KM,151 000 km,A3,Tak,5,Niemcy,29900,PLN,Manualna,,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-8tfsi-orginalny-lakier-niski-przebieg-tempomat-igla-ID6EnaZ6.html,1.8 TFSI Ambiente,2009
,Audi,1 968 cm3,Zielony,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujniki parkowania przednie,Elektryczne szyby tylne,Hak,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne przednie,Światła do jazdy dziennej,Wielofunkcyjna kierownica",,Diesel,143 KM,218 000 km,A4,,5,Austria,29999,PLN,Manualna,,https://www.otomoto.pl/oferta/audi-a4-2-0-tdi-143km-218oookm-alu-18-pdc-ID6EepLe.html,2.0 TDI,2008
Tak,Audi,1 968 cm3,Czarny,Używane,"ABS,ASR (kontrola trakcji),Czujnik zmierzchu,Centralny zamek,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Elektrycznie ustawiane fotele,Gniazdo SD,Gniazdo USB,Immobilizer,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Poduszka powietrzna kierowcy,Tempomat aktywny,System Start-Stop,Światła do jazdy dziennej,Alarm,Asystent parkowania,Czujnik martwego pola,CD,Czujniki parkowania tylne,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane lusterka,Gniazdo AUX,Klimatyzacja automatyczna,HUD (wyświetlacz przezierny),MP3,Komputer pokładowy,Podgrzewana przednia szyba,Poduszki boczne przednie,Poduszki boczne tylne,Światła przeciwmgielne,Światła Xenonowe,Wspomaganie kierownicy,Alufelgi,Asystent pasa ruchu,Czujnik deszczu,Bluetooth,Elektryczne szyby przednie,Elektryczne szyby tylne,Hak,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Światła LED,Relingi dachowe,Wielofunkcyjna kierownica,Zmieniarka CD",Tak,Diesel,190 KM,40 000 km,A4,Tak,5,Niemcy,133333,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a4-2-0-tdi-190km-virtual-navi-alu-40tys-serwis-ideal-z-de-ID6Emi8m.html,40 TDI Advanced S tronic,2018
,,,,,,,,,,,,,,,,,,"https://otomotoklik.pl/oferta/TMBCE7NP8G7083322?product=loan&amp;contractPeriod=84&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_campaign_id=4&amp;utm_term=skoda-superb-sedan,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-undefined",,
,,,,,,,,,,,,,,,,,,"https://otomotoklik.pl/oferta/TMBCE7NP8G7083322?product=loan&amp;contractPeriod=84&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_campaign_id=4&amp;utm_term=skoda-superb-sedan,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-undefined",,
Tak,Audi,1 968 cm3,Czarny,Używane,"ABS,Bluetooth,Centralny zamek,Elektryczne szyby tylne,Gniazdo AUX,Klimatyzacja automatyczna,MP3,Poduszka powietrzna pasażera,Radio fabryczne,Światła przeciwmgielne,Wspomaganie kierownicy,Alarm,CD,Czujniki parkowania tylne,Elektrycznie ustawiane lusterka,Hak,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Poduszki boczne przednie,Relingi dachowe,Tempomat,Alufelgi,Czujnik deszczu,Elektryczne szyby przednie,ESP (stabilizacja toru jazdy),Immobilizer,Komputer pokładowy,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Światła do jazdy dziennej,Wielofunkcyjna kierownica",,Diesel,143 KM,262 000 km,A4,,5,Niemcy,28400,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a4-zadbana-automat-z-niemiec-ID6EneGR.html,,2008
,Audi,1 896 cm3,Czarny,Używane,"ABS,Alufelgi,Elektryczne szyby przednie,Immobilizer,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszka powietrzna pasażera,Relingi dachowe,Wspomaganie kierownicy,ASR (kontrola trakcji),CD,Elektrycznie ustawiane lusterka,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Poduszki boczne przednie,Tapicerka welurowa,Zmieniarka CD,Alarm,Centralny zamek,Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,Poduszka powietrzna kierowcy,Radio fabryczne,Tempomat,Światła przeciwmgielne",,Diesel,130 KM,266 000 km,A4,,5,,13500,PLN,Manualna,,https://www.otomoto.pl/oferta/audi-a4-a4-1-9tdi-131-koni-s-line-ID6Emi8D.html,Avant 1.9 TDI,2001
Tak,Audi,2 967 cm3,Srebrny,Używane,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła do jazdy dziennej,Światła Xenonowe,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Bluetooth,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo SD,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszki boczne przednie,Relingi dachowe,Światła LED,Tapicerka skórzana,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne,Tapicerka welurowa,Wielofunkcyjna kierownica",,Diesel,245 KM,319 225 km,A4 Allroad,Tak,5,Niemcy,59900,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a4-allroad-a4-b8-3-0-tdi-245km-gwarancja-w-cenie-s-tronic-quattro-allroad-ID6DTJ41.html,3.0 TDI clean diesel Quattro S tronic,2013
Tak,Audi,1 390 cm3,Srebrny,Używane,,,Benzyna,75 KM,176 000 km,A2,Tak,5,Niemcy,10600,PLN,Manualna,,https://www.otomoto.pl/oferta/audi-a2-1-4-benzyna-z-niemiec-super-stan-ID6EmhRq.html,,2000
Tak,Audi,1 968 cm3,Niebieski,Używane,"ABS,Alufelgi,Bluetooth,Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,Elektryczne szyby tylne,Gniazdo AUX,Hak,Kamera cofania,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewana przednia szyba,Podgrzewane tylne siedzenia,Poduszka powietrzna pasażera,Przyciemniane szyby,Relingi dachowe,Tapicerka welurowa,Wielofunkcyjna kierownica,Łopatki zmiany biegów,Światła do jazdy dziennej,ASR (kontrola trakcji),Asystent parkowania,CD,Czujnik martwego pola,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,Elektrycznie ustawiane fotele,Gniazdo SD,Immobilizer,Klimatyzacja automatyczna,MP3,Ogrzewanie postojowe,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Poduszki boczne przednie,Radio fabryczne,System Start-Stop,Tempomat aktywny,Wspomaganie kierownicy,Światła LED,Światła przeciwmgielne,Alarm,Asystent pasa ruchu,Centralny zamek,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Elektryczne szyby przednie,Elektrycznie ustawiane lusterka,Gniazdo USB,Isofix,Komputer pokładowy,Nawigacja GPS,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Poduszka powietrzna kierowcy,Poduszki boczne tylne,Regulowane zawieszenie,Szyberdach,Tempomat,Zmieniarka CD,Światła Xenonowe",Tak,Diesel,150 KM,190 070 km,A4,Tak,5,,85500,PLN,Automatyczna,,https://www.otomoto.pl/oferta/audi-a4-audi-a4-b9-matrix-radar-kamera-360-webasto-ID6Emi9a.html,Avant 2.0 TDI S tronic,2017
,,,,,,,,,,,,,,,,,,"https://otomotoklik.pl/oferta/WVWZZZAUZJP159806?product=loan&amp;contractPeriod=84&amp;utm_source=otomoto&amp;utm_medium=native&amp;utm_campaign=listing&amp;utm_campaign_id=3&amp;utm_term=volkswagen-golf-hatchback,,,,,,,,,,,,,,,,,&amp;utm_campaign_id=1-16",,
